Order_ID,Customer_Name,Segment,Region,City,Category,Product,Sales,Quantity,Discount,Profit,Ship_Mode,Order_Date,Year,Month,Day,Total_Sales,Customer_Segmentation
S1191,Ali,Consumer,Punjab,Lahore,Accessories,Lamp,5100,3,0.02,1050,Standard,2025-07-14,2025,July,Monday,15300,Low
S1192,Ahmed,Corporate,Sindh,Karachi,Electronics,Camera,95000,1,0.1,14000,Express,2025-07-15,2025,July,Tuesday,95000,Medium
S1193,Sara,Home Office,Islamabad,Islamabad,Furniture,Sofa,56000,1,0.08,-2000,Standard,2025-07-16,2025,July,Wednesday,56000,Medium
S1194,Ayesha,Consumer,Punjab,Faisalabad,Electronics,Laptop,122000,1,0.12,24000,Express,2025-07-17,2025,July,Thursday,122000,High
S1195,Bilal,Corporate,Sindh,Karachi,Accessories,Mouse,2400,6,0.01,500,Standard,2025-07-18,2025,July,Friday,14400,Low
S1196,Usman,Consumer,KPK,Peshawar,Office Supplies,Paper,680,26,0.02,160,Express,2025-07-19,2025,July,Saturday,17680,Low
S1197,Fatima,Home Office,Punjab,Lahore,Furniture,Chair,15000,1,0.05,2700,Standard,2025-07-20,2025,July,Sunday,15000,Low
S1198,Hina,Consumer,Sindh,Karachi,Electronics,Mobile,86000,2,0.1,17500,Express,2025-07-21,2025,July,Monday,172000,High
S1199,Hamza,Corporate,Islamabad,Islamabad,Accessories,Keyboard,4700,2,0.03,980,Standard,2025-07-22,2025,July,Tuesday,9400,Low
S1200,Zain,Consumer,KPK,Peshawar,Electronics,Monitor,43000,1,0.1,7100,Express,2025-07-23,2025,July,Wednesday,43000,Low
